VAT_GapLandC_BRSP.OBJECTID *,VAT_GapLandC_BRSP.Value,VAT_GapLandC_BRSP.Count,Value,Count,RED,GREEN,BLUE,CL,NVC_CLASS,SC,NVC_SUBCL,FRM,NVC_FORM,DIV,NVC_DIV,MACRO_CD,NVC_MACRO,GR,NVC_GROUP,LEVEL3,ECOLSYS_LU,NVCMES
194,495,12004242,495,12003718,0.61176,0.7098,0.4902,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M170,Great Basin-Intermountain Dwarf Sagebrush Steppe & Shrubland,G308,Intermountain Low & Black Sagebrush Steppe & Shubland,5704,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,3.B.1.NeM170G308E495
195,496,13205828,496,13440814,0.87059,0.83137,0.56863,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G312,Colorado Plateau Blackbrush - Mormon-tea Shrubland,5803,Colorado Plateau Blackbrush-Mormon-tea Shrubland,3.B.1.NeM171G312E496
196,497,30262259,497,38881281,0.87059,0.83137,0.56863,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G311,Intermountain Semi-Desert Grassland,7305,Inter-Mountain Basins Semi-Desert Grassland,3.B.1.NeM171G311E497
197,498,47884777,498,54620783,0.87059,0.83137,0.56863,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G310,Intermountain Semi-Desert Steppe & Shrubland,5309,Inter-Mountain Basins Semi-Desert Shrub Steppe,3.B.1.NeM171G310E498
198,499,7491076,499,7512317,0.87059,0.83137,0.56863,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G312,Colorado Plateau Blackbrush - Mormon-tea Shrubland,5707,Southern Colorado Plateau Sand Shrubland,3.B.1.NeM171G312E499
199,501,600496,501,600508,0.92157,0.85098,0.90196,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G316,Rocky Mountain-Sierran Alpine Dwarf-Shrubland,5103,Rocky Mountain Alpine Dwarf-Shrubland,4.B.1.NbM099G316E501
200,502,2861123,502,2863949,0.92157,0.85098,0.90196,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,7102,Rocky Mountain Alpine Fell-Field,4.B.1.NbM099G314E502
201,503,11488676,503,11557636,0.92157,0.85098,0.90196,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,7103,Rocky Mountain Alpine Turf,4.B.1.NbM099G314E503
202,504,7062,504,22578,0.92157,0.81176,0.78824,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,7101,Mediterranean California Alpine Dry Tundra,4.B.1.NbM099G314E504
203,505,508,505,7598,0.92157,0.81176,0.78824,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,5101,Mediterranean California Alpine Fell-Field,4.B.1.NbM099G314E505
204,506,299978,506,329572,0.92157,0.81176,0.78824,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M101,Vancouverian Alpine Tundra,G317,North Pacific Alpine-Subalpine Dwarf-Shrubland & Heath,5102,"North Pacific Dry and Mesic Alpine Dwarf-Shrubland, Fell-field and Meadow",4.B.1.NbM101G317E506
205,507,439853,507,439942,0.92157,0.81176,0.78824,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,5104,Rocky Mountain Alpine Tundra/Fell-field/Dwarf-shrub Map Unit,4.B.1.NbM099G314E507
206,508,40,508,324059,0.76078,0.87843,0.07059,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nb,"Western North American Freshwater-Marsh, Wet Meadow & Shrubland",M073,"Vancouverian Lowland Marsh, Wet Meadow & Shrubland",G525,Temperate Pacific Freshwater Wet Mudflat,3401,Temperate Pacific Intertidal Mudflat,2.C.4.NbM073G525E508
207,509,22,509,84938,0.25098,0.87843,0.92941,5,Aquatic Vegetation,5.A,Saltwater Aquatic Vegetation,5.A.3,Benthic Vascular Saltwater Vegetation,5.A.3.We,Temperate Seagrass Aquatic Vegetation,M184,Temperate Pacific Seagrass Intertidal Vascular Vegetation,G373,Temperate Pacific Seagrass,9107,Mediterranean California Eelgrass Bed,5.A.3.WeM184G373E509
208,513,39,513,1936,0,0.56078,1,5,Aquatic Vegetation,5.B,Freshwater Aquatic Vegetation,5.B.2,Temperate & Boreal Freshwater Aquatic Vegetation,5.B.2.Na,North American Freshwater Aquatic Vegetation,M109,Western North American Freshwater Aquatic Vegetation,G544,Western North American Temperate Freshwater Aquatic Bed,9225,Temperate Pacific Freshwater Aquatic Bed,5.B.2.NaM109G544E513
209,514,155,514,86117,0.83922,0.83922,0.83922,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G563,"California Cliff, Scree & Rock Vegetation",3213,Central California Coast Ranges Cliff and Canyon,6.B.1.NbM887G563E514
210,516,60193,516,156596,0.83922,0.83922,0.83922,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G563,"California Cliff, Scree & Rock Vegetation",3212,Southern California Coast Ranges Cliff and Canyon,6.B.1.NbM887G563E516
211,529,3168953,529,3311993,0.78431,0.78431,0.78431,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G565,"Rocky Mountain Cliff, Scree & Rock Vegetation",3202,"Rocky Mountain Cliff, Canyon and Massive Bedrock",6.B.1.NbM887G565E529
212,530,854,530,314291,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G573,"Southern Vancouverian Cliff, Scree & Rock Vegetation",3214,Klamath-Siskiyou Cliff and Outcrop,6.B.1.NbM887G573E530
213,531,437955,531,641466,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G318,"North Vancouverian Montane Bedrock, Cliff & Talus Vegetation",3209,"North Pacific Montane Massive Bedrock, Cliff and Talus",6.B.1.NbM887G318E531
214,532,26013,532,26013,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G573,"Southern Vancouverian Cliff, Scree & Rock Vegetation",3404,North Pacific Serpentine Barren,6.B.1.NbM887G573E532
215,533,402820,533,430411,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G318,"North Vancouverian Montane Bedrock, Cliff & Talus Vegetation",3604,North Pacific Active Volcanic Rock and Cinder Land,6.B.1.NbM887G318E533
216,534,190768,534,192579,0.58824,0.58824,0.58824,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nb,"Western North American Temperate Cliff, Scree & Rock Vegetation",M887,"Western North American Temperate Cliff, Scree & Rock Vegetation",G573,"Southern Vancouverian Cliff, Scree & Rock Vegetation",3215,Sierra Nevada Cliff and Canyon,6.B.1.NbM887G573E534
217,535,12796297,535,13992854,0.89804,0.89804,0.87843,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nc,"Great Plains Cliff, Scree & Rock Vegetation",M115,Great Plains Badlands Vegetation,G566,Great Plains Badlands Vegetation,3301,Western Great Plains Badland,6.B.1.NcM115G566E535
218,536,34932,536,142945,0.76078,0.78824,0.78431,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nc,"Great Plains Cliff, Scree & Rock Vegetation",M116,"Great Plains Cliff, Scree & Rock Vegetation",G567,"Great Plains Cliff, Scree & Rock Vegetation",3217,Southwestern Great Plains Canyon,6.B.1.NcM116G567E536
219,537,166971,537,373805,0.76078,0.78824,0.78431,6,Open Rock Vegetation,6.B,Temperate & Boreal Open Rock Vegetation,6.B.1,"Temperate & Boreal Cliff, Scree & Other Rock Vegetation",6.B.1.Nc,"Great Plains Cliff, Scree & Rock Vegetation",M116,"Great Plains Cliff, Scree & Rock Vegetation",G567,"Great Plains Cliff, Scree & Rock Vegetation",3203,Western Great Plains Cliff and Outcrop,6.B.1.NcM116G567E537
220,538,880,538,207638,0.32941,0.34902,0.34118,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",G569,"North American Warm Semi-Desert Cliff, Scree & Pavement Sparse Vegetation",3303,North American Warm Desert Badland,3.A.2.NaM117G569E538
221,539,1207373,539,3550284,0.32941,0.34902,0.34118,6,Open Rock Vegetation,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",G569,"North American Warm Semi-Desert Cliff, Scree & Pavement Sparse Vegetation",3201,North American Warm Desert Bedrock Cliff and Outcrop,3.A.2.NaM117G569E539
222,540,2284614,540,4051579,0.32941,0.34902,0.34118,6,Open Rock Vegetation,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",G569,"North American Warm Semi-Desert Cliff, Scree & Pavement Sparse Vegetation",3605,North American Warm Desert Pavement,3.A.2.NaM117G569E540
223,541,2091296,541,5276439,0.32941,0.34902,0.34118,6,Open Rock Vegetation,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M117,"North American Warm Semi-Desert Cliff, Scree & Rock Vegetation",G569,"North American Warm Semi-Desert Cliff, Scree & Pavement Sparse Vegetation",3607,North American Warm Desert Volcanic Rockland,3.A.2.NaM117G569E541
224,542,28708413,542,29310710,0.43529,0.4549,0.44706,6,Open Rock Vegetation,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3218,Colorado Plateau Mixed Bedrock Canyon and Tableland,3.B.1.NeM118G570E542
225,543,1263473,543,1263556,0.43529,0.4549,0.44706,6,Open Rock Vegetation,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3306,Columbia Plateau Ash and Tuff Badland,3.B.1.NeM118G570E543
226,544,16607,544,16607,0.43529,0.4549,0.44706,6,Open Rock Vegetation,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3601,Geysers and Hot Springs,3.B.1.NeM118G570E544
227,545,7945359,545,8727346,0.43529,0.4549,0.44706,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G775,Intermountain Sparsely Vegetated Dune Scrub & Grassland,3121,Inter-Mountain Basins Active and Stabilized Dune,3.B.1.NeM171G775E545
228,546,5190925,546,5201358,0.43529,0.4549,0.44706,6,Open Rock Vegetation,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3216,Inter-Mountain Basins Cliff and Canyon,3.B.1.NeM118G570E546
229,547,6454902,547,6774927,0.43529,0.4549,0.44706,6,Open Rock Vegetation,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3304,Inter-Mountain Basins Shale Badland,3.B.1.NeM118G570E547
230,548,4637134,548,4690921,0.43529,0.4549,0.44706,6,Open Rock Vegetation,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M118,"Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation",G570,"Intermountain Basins Cliff, Scree & Badland Sparse Vegetation",3603,Inter-Mountain Basins Volcanic Rock and Cinder Land,3.B.1.NeM118G570E548
231,549,7313614,549,7381907,0.92549,0.47059,0.9451,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.NB,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Dwarf-Shrubland,G571,Rocky Mountain-Sierran Alpine Bedrock & Scree,3503,Rocky Mountain Alpine Bedrock and Scree,4.B.1.NBM099G571E549
232,550,7211996,550,7257659,0.92941,0.74118,0.94902,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M101,Vancouverian Alpine Tundra,G319,North Pacific Alpine-Subalpine Bedrock & Scree,3504,Mediterranean California Alpine Bedrock and Scree,4.B.1.NbM101G319E550
233,551,336091,551,369664,0.92941,0.74118,0.94902,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M101,Vancouverian Alpine Tundra,G319,North Pacific Alpine-Subalpine Bedrock & Scree,3501,North Pacific Alpine and Subalpine Bedrock and Scree,4.B.1.NbM101G319E551
234,552,129572,552,1727859,0.54902,0.56078,0.56863,8,Nonvascular & Sparse Vascular Rock Vegetation,8.E,Barren,8.E.,Barren,8.E.,Barren,8.E.,Barren,8.E,Barren,3110,Unconsolidated Shore,8.EE552
235,553,592465,553,6900933,0.54902,0.56078,0.56863,8,Nonvascular & Sparse Vascular Rock Vegetation,8.E,Barren,8.E.,Barren,8.E.,Barren,8.E.,Barren,8.E,Barren,3105,Undifferentiated Barren Land,8.EE553
236,554,397573,554,508373,0.54902,0.56078,0.56863,8,Nonvascular & Sparse Vascular Rock Vegetation,8.E,Barren,8.E.,Barren,8.E.,Barren,8.E.,Barren,8.E,Barren,3502,North American Alpine Ice Field,8.EE554
237,555,635,555,854693,0.99608,0.85882,0.75686,7,Agricultural & Developed Vegetation,7.A,Woody Agricultural Vegetation,7.A.1,Woody Horticultural Crop,7.A.1,Woody Horticultural Crop,7.A.1,Woody Horticultural Crop,7.A.1,Woody Horticultural Crop,1401,Orchards Vineyards and Other High Structure Agriculture,7.AE555
238,556,223062170,556,1532431380,0.99608,0.99608,0.75686,7,Agricultural & Developed Vegetation,7.B,Herbaceous Agricultural Vegetation,7.B.1,Row & Close Grain Crop Cultural Formation,7.B.1,Herbaceous Agricultural Vegetation,7.B.1,Herbaceous Agricultural Vegetation,7.B.1,Row & Close Grain Crop Cultural Formation,1402,Cultivated Cropland,7.AE556
239,557,46241791,557,655777154,0.99608,0.99608,0.75686,7,Agricultural & Developed Vegetation,7.B,Herbaceous Agricultural Vegetation,7.B.2,Pasture & Hay Field Crop,7.B.2,Pasture & Hay Field Crop,7.B.2,Pasture & Hay Field Crop,7.B.2,Pasture & Hay Field Crop,1403,Pasture/Hay,7.AE557
240,558,19773633,558,32962164,0.63137,0.27059,0.61176,9,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,8404,Introduced Upland Vegetation - Annual Grassland,9.AE558
241,559,10901882,559,26512965,0.63137,0.27059,0.61176,9,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,8407,Introduced Upland Vegetation - Perennial Grassland and Forbland,9.AE559
242,560,2,560,11185907,0.63137,0.27059,0.61176,9,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,8408,Modified/Managed Southern Tall Grassland,9.AE560
243,561,5273891,561,5473328,0.63137,0.27059,0.61176,9,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,8402,Introduced Upland Vegetation - Shrub,9.AE561
244,562,1170645,562,3741996,0.63137,0.27059,0.61176,9,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,8406,Introduced Riparian and Wetland Vegetation,9.AE562
245,563,4580,563,464055,0.63137,0.27059,0.61176,9,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,9.A,Introduced & Semi Natural Vegetation,8401,Introduced Upland Vegetation - Treed,9.AE563
246,565,147425,565,9710969,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8501,"Disturbed, Non-specific",10.AE565
247,566,49712,566,49754,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8101,Recently Logged Areas,10.AE566
248,567,2646690,567,63110161,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8108,Harvested Forest - Grass/Forb Regeneration,10.AE567
249,568,9736941,568,77899738,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8107,Harvested Forest-Shrub Regeneration,10.AE568
250,569,6962018,569,16915694,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8106,Harvested Forest - Northwestern Conifer Regeneration,10.AE569
251,570,18517,570,20181,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8301,Recently Burned,10.AE570
252,571,721454,571,3029523,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8303,Recently burned grassland,10.AE571
253,572,4805422,572,4975366,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8304,Recently burned shrubland,10.AE572
254,573,13764381,573,14680225,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8302,Recently burned forest,10.AE573
255,574,162092,574,4770404,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8103,Disturbed/Successional - Grass/Forb Regeneration,10.AE574
256,575,5665669,575,21571561,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8102,Disturbed/Successional - Shrub Regeneration,10.AE575
257,576,565567,576,565900,0.52941,0.18039,0.14902,10,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,10.A,Recently Disturbed or Modified,8502,Disturbed/Successional - Recently Chained Pinyon-Juniper,10.AE576
258,578,26363,578,181461386,0,0.17647,0.76078,11,Open Water,11.A,Open Water,11.A,Open Water,11.A,Open Water,11.A,Open Water,11.A,Open Water,2103,Open Water (Brackish/Salt),11.AE578
259,579,22789891,579,324263510,0,0.17647,0.76078,11,Open Water,11.A,Open Water,11.A,Open Water,11.A,Open Water,11.A,Open Water,11.A,Open Water,2102,Open Water (Fresh),11.AE579
260,580,1193191,580,4048491,0.87843,0.07059,0.25882,8,Developed & Other Human Use,8.B,Current and Historic Mining Activity,8.B,Current and Historic Mining Activity,8.B,"Quarries, Mines, Gravel Pits and Oil Wells",8.B,"Quarries, Mines, Gravel Pits and Oil Wells",8.B,Current and Historic Mining Activity,1301,"Quarries, Mines, Gravel Pits and Oil Wells",8.BE580
261,581,28979986,581,228044833,0.78824,0.30196,0.25882,8,Developed & Other Human Use,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,1201,"Developed, Open Space",8.AE581
262,582,16021550,582,115308969,0.78824,0.30196,0.25882,8,Developed & Other Human Use,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,1202,"Developed, Low Intensity",8.AE582
263,583,8732443,583,52655029,0.78824,0.30196,0.25882,8,Developed & Other Human Use,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,1203,"Developed, Medium Intensity",8.AE583
264,584,4078443,584,108122987,0.78824,0.30196,0.25882,8,Developed & Other Human Use,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,8.A,Developed & Urban,1204,"Developed, High Intensity",8.AE584
